Receipt no,Location,Customer name,Session id,Sale date,Status,Ordertype name,Token number,Product name,Product Category,Cost Per Unit,Selling Per Unit,Quantity
BL120,Chennai,Sunil,28,10/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL120,Chennai,Naga,28,10/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL121,Chennai,Mahesh,28,10/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL121,Bangalore,Ganesh,28,10/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL122,Hyderabad,Kumar,28,11/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL122,Chennai,Vijay,28,11/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL123,Chennai,Sunil,28,11/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL123,Chennai,Naga,28,11/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL123,Hyderabad,Rajiv,28,11/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL124,Bangalore,Mahesh,28,11/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL124,Bangalore,Naga,28,11/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL127,Chennai,Mahesh,28,11/03/2019,Ordered,On Shop,0,Wallet,Accessories,600,800,1
BL127,Chennai,Ganesh,28,11/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL127,Chennai,Kumar,28,11/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL128,Chennai,Vijay,28,11/03/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,3
BL129,Bangalore,Sunil,28,11/03/2019,Ordered,Online Order,0,shirt,Formal,650,850,1
BL130,Bangalore,Naga,28,11/03/2019,Ordered,Online Order,0,Chain,Accessories,400,600,1
BL130,Hyderabad,Mahesh,28,11/03/2019,Ordered,Online Order,0,Chain,Accessories,400,600,1
BL131,Hyderabad,Ganesh,28,11/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL131,Chennai,Kumar,28,11/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL132,Chennai,Vijay,28,11/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL132,Hyderabad,Sunil,28,11/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL133,Bangalore,Naga,28,11/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL134,Bangalore,Rajiv,28,11/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL135,Hyderabad,Mahesh,28,11/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL136,Hyderabad,Naga,28,11/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL136,Bangalore,Mahesh,28,11/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL136,Bangalore,Ganesh,28,11/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL138,Chennai,Kumar,28,11/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL139,Hyderabad,Vijay,28,12/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL141,Hyderabad,Sunil,28,12/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL141,Chennai,Naga,28,12/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL142,Bangalore,Mahesh,28,12/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL143,Chennai,Ganesh,28,12/03/2019,Ordered,Online Order,0,Tshirt,Semi Formal,400,600,1
BL143,Hyderabad,Kumar,28,12/03/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
BL144,Hyderabad,Vijay,28,12/03/2019,Ordered,Online Order,0,Jeans  Zara,Casual Wear,700,900,1
BL145,Chennai,Sunil,28,12/03/2019,Ordered,Online Order,0,Shirt  Arrow,Formal,1000,1200,1
BL145,Bangalore,Naga,28,12/03/2019,Ordered,Online Order,0,Wallet,Accessories,300,500,1
BL145,Chennai,Rajiv,28,12/03/2019,Ordered,Online Order,0,Tshirt,Semi Formal,400,600,1
BL146,Bangalore,Mahesh,28,12/03/2019,Ordered,Online Order,0,Tshirt,Semi Formal,400,600,1
BL146,Hyderabad,Naga,28,12/03/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
BL147,Chennai,Mahesh,28,12/03/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
BL148,Bangalore,Ganesh,28,12/03/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL148,Bangalore,Kumar,28,12/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL149,Hyderabad,Vijay,28,12/03/2019,Ordered,Online Order,0,Jeans  Levis,Casual Wear,900,1100,1
BL149,Chennai,Sunil,28,12/03/2019,Ordered,Online Order,0,Tshirt,Semi Formal,400,600,1
BL149,Hyderabad,Naga,28,12/03/2019,Ordered,Online Order,0,Jeans  Zara,Casual Wear,700,900,1
BL150,Bangalore,Mahesh,28,12/03/2019,Ordered,Online Order,0,Tshirt,Semi Formal,400,600,1
BL151,Hyderabad,Ganesh,28,12/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL152,Hyderabad,Kumar,28,12/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL153,Chennai,Vijay,28,12/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL154,Hyderabad,Sunil,28,12/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL155,Hyderabad,Naga,28,12/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL156,Bangalore,Rajiv,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL156,Chennai,Mahesh,28,13/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL157,Chennai,Naga,28,13/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL157,Hyderabad,Mahesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL157,Hyderabad,Ganesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL158,Chennai,Kumar,28,13/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL158,Hyderabad,Vijay,28,13/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL158,Chennai,Sunil,28,13/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL158,Bangalore,Naga,28,13/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL159,Hyderabad,Mahesh,28,13/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL159,Hyderabad,Ganesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL160,Hyderabad,Kumar,28,13/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL160,Chennai,Vijay,28,13/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL160,Bangalore,Sunil,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL161,Chennai,Naga,28,13/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL161,Chennai,Rajiv,28,13/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL162,Chennai,Mahesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL163,Bangalore,Naga,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL164,Bangalore,Mahesh,28,13/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL164,Bangalore,Ganesh,28,13/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL164,Bangalore,Kumar,28,13/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL165,Chennai,Vijay,28,13/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL166,Bangalore,Sunil,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL166,Bangalore,Naga,28,13/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL166,Hyderabad,Mahesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL167,Bangalore,Ganesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL167,Chennai,Kumar,28,13/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL167,Bangalore,Vijay,28,13/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL168,Chennai,Sunil,28,13/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL168,Chennai,Naga,28,13/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL168,Chennai,Rajiv,28,13/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL170,Chennai,Mahesh,28,13/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL171,Hyderabad,Naga,28,13/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL171,Bangalore,Mahesh,28,13/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL171,Bangalore,Ganesh,28,13/03/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL172,Hyderabad,Kumar,28,14/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL173,Hyderabad,Vijay,28,14/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL173,Chennai,Sunil,28,14/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL174,Bangalore,Naga,28,14/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL174,Bangalore,Mahesh,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL174,Hyderabad,Ganesh,28,14/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL174,Hyderabad,Kumar,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL175,Hyderabad,Vijay,28,14/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL175,Hyderabad,Sunil,28,14/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL175,Chennai,Naga,28,14/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL175,Hyderabad,Rajiv,28,14/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL175,Chennai,Mahesh,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL175,Chennai,Naga,28,14/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL175,Chennai,Mahesh,28,14/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL175,Bangalore,Ganesh,28,14/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL175,Chennai,Kumar,28,14/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL177,Bangalore,Vijay,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL177,Bangalore,Sunil,28,14/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL177,Chennai,Naga,28,14/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL178,Hyderabad,Mahesh,28,14/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL179,Bangalore,Ganesh,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL180,Bangalore,Kumar,28,14/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL180,Bangalore,Vijay,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL180,Chennai,Sunil,28,14/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL181,Chennai,Naga,28,14/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL181,Chennai,Rajiv,28,14/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL181,Hyderabad,Mahesh,28,14/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL182,Chennai,Naga,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL183,Hyderabad,Mahesh,28,14/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL183,Bangalore,Ganesh,28,14/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL184,Bangalore,Kumar,28,15/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL184,Chennai,Vijay,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL184,Bangalore,Sunil,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL185,Hyderabad,Naga,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL186,Hyderabad,Mahesh,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL186,Chennai,Ganesh,28,15/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL186,Chennai,Kumar,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL187,Chennai,Vijay,28,15/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL188,Hyderabad,Sunil,28,15/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL189,Hyderabad,Naga,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL189,Chennai,Rajiv,28,15/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL189,Chennai,Mahesh,28,15/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL189,Bangalore,Naga,28,15/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL190,Bangalore,Mahesh,28,15/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL191,Hyderabad,Ganesh,28,15/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL191,Hyderabad,Kumar,28,15/03/2019,Ordered,On Shop,0,Chain,Accessories,100,300,1
BL191,Hyderabad,Vijay,28,15/03/2019,Ordered,On Shop,0,Chain,Accessories,100,300,1
BL192,Bangalore,Sunil,28,16/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL193,Bangalore,Naga,28,16/03/2019,Ordered,On Shop,0,Wallet,Accessories,600,800,1
BL194,Chennai,Mahesh,28,16/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL194,Bangalore,Ganesh,28,16/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL195,Chennai,Kumar,28,16/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL195,Chennai,Vijay,28,16/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL196,Bangalore,Sunil,28,16/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL197,Chennai,Naga,28,16/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL197,Hyderabad,Rajiv,28,16/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL197,Bangalore,Mahesh,28,16/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL198,Chennai,Naga,28,17/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL198,Bangalore,Mahesh,28,17/03/2019,Ordered,On Shop,0,Wallet,Accessories,700,900,1
BL199,Chennai,Ganesh,28,17/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL199,Chennai,Kumar,28,17/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL200,Bangalore,Vijay,28,17/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL201,Chennai,Sunil,28,17/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL201,Chennai,Naga,28,17/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL202,Bangalore,Mahesh,28,17/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL202,Chennai,Ganesh,28,17/03/2019,Ordered,On Shop,0,Chain,Accessories,100,300,1
BL203,Hyderabad,Kumar,28,17/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL203,Bangalore,Vijay,28,17/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL203,Chennai,Sunil,28,17/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL204,Chennai,Naga,28,17/03/2019,Ordered,On Shop,0,Wallet,Accessories,300,500,1
BL204,Chennai,Rajiv,28,17/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL205,Chennai,Mahesh,28,17/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL205,Hyderabad,Naga,28,17/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL206,Chennai,Mahesh,28,17/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL206,Chennai,Ganesh,28,17/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL208,Hyderabad,Kumar,28,17/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL209,Chennai,Vijay,28,18/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL209,Bangalore,Sunil,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL209,Chennai,Naga,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL209,Bangalore,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL210,Chennai,Ganesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL211,Bangalore,Kumar,28,18/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL211,Bangalore,Vijay,28,18/03/2019,Ordered,On Shop,0,Shirt  Arrow,Formal,1000,1200,1
BL212,Hyderabad,Sunil,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL213,Bangalore,Naga,28,18/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL213,Chennai,Rajiv,28,18/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL213,Chennai,Mahesh,28,18/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL213,Bangalore,Naga,28,18/03/2019,Ordered,On Shop,0,Chain,Accessories,400,600,1
BL213,Chennai,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL214,Bangalore,Ganesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL214,Hyderabad,Kumar,28,18/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL215,Chennai,Vijay,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL217,Chennai,Sunil,28,19/03/2019,Ordered,On Shop,0,Chain,Accessories,100,300,1
BL218,Hyderabad,Naga,28,19/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL218,Bangalore,Mahesh,28,19/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL218,Hyderabad,Ganesh,28,19/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL219,Chennai,Kumar,28,19/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL220,Bangalore,Vijay,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL221,Bangalore,Sunil,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL221,Hyderabad,Naga,28,19/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL223,Hyderabad,Rajiv,28,19/03/2019,Ordered,On Shop,0,shirt,Formal,650,850,1
BL224,Hyderabad,Mahesh,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL224,Chennai,Naga,28,19/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL225,Bangalore,Mahesh,28,19/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL225,Bangalore,Ganesh,28,19/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL226,Chennai,Kumar,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL227,Bangalore,Vijay,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL228,Bangalore,Sunil,28,18/03/2019,Ordered,On Shop,0,Jeans  Levis,Casual Wear,900,1100,1
BL229,Bangalore,Naga,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL230,Chennai,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL231,Chennai,Ganesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL233,Hyderabad,Kumar,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL234,Chennai,Vijay,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL235,Bangalore,Sunil,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL236,Hyderabad,Naga,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL237,Chennai,Rajiv,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL239,Chennai,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL240,Chennai,Naga,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL241,Hyderabad,Mahesh,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL242,Hyderabad,Ganesh,28,19/03/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL244,Bangalore,Kumar,28,19/03/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,900,1100,1
BL245,Chennai,Vijay,28,19/03/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL246,Bangalore,Sunil,28,19/03/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,700,900,1
BL247,Chennai,Naga,28,19/03/2019,Ordered,Online Order,0,Jeans  Zara,Casual Wear,700,900,1
BL248,Hyderabad,Mahesh,28,19/03/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,900,1100,1
BL249,Hyderabad,Ganesh,28,19/03/2019,Ordered,Online Order,0,Jeans  Denim,Casual Wear,900,1100,1
BL250,Hyderabad,Kumar,28,19/03/2019,Ordered,Online Order,0,Jeans  Zara,Casual Wear,700,900,1
BL251,Hyderabad,Vijay,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL252,Hyderabad,Sunil,28,19/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL253,Bangalore,Naga,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL254,Bangalore,Rajiv,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL255,Bangalore,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL256,Bangalore,Naga,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL257,Chennai,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL258,Chennai,Ganesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL259,Hyderabad,Kumar,28,18/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL260,Chennai,Vijay,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL261,Hyderabad,Sunil,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL262,Chennai,Naga,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL263,Hyderabad,Mahesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL264,Hyderabad,Ganesh,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL265,Chennai,Kumar,28,18/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL266,Hyderabad,Vijay,28,18/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL267,Bangalore,Sunil,28,18/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL268,Chennai,Naga,28,19/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL269,Chennai,Rajiv,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL271,Chennai,Mahesh,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL272,Bangalore,Naga,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
BL273,Bangalore,Mahesh,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL274,Bangalore,Ganesh,28,19/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL276,Chennai,Kumar,28,19/03/2019,Ordered,On Shop,0,Jeans  Zara,Casual Wear,700,900,1
BL277,Hyderabad,Vijay,28,19/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,900,1100,1
BL278,Bangalore,Sunil,28,19/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL279,Bangalore,Naga,28,19/03/2019,Ordered,On Shop,0,Jeans  Lega,Casual Wear,800,1000,1
BL280,Bangalore,Mahesh,28,19/03/2019,Ordered,On Shop,0,Shirt  PE,Semi Formal,600,800,1
BL281,Chennai,Ganesh,28,19/03/2019,Ordered,On Shop,0,Tshirt,Semi Formal,400,600,1
BL282,Hyderabad,Kumar,28,16/03/2019,Ordered,On Shop,0,Jeans  Denim,Casual Wear,700,900,1
